id,city,latitude,longitude,neighbourhood,zipcode
1168086,DC,38.89403439,-76.93555537,Hillbrook,20019
19692298,Chicago,41.92136031,-87.69941591,null,60647
262343,NYC,40.66148884,-73.95182313,Lefferts Garden,11225
15734037,NYC,40.71270422,-73.94643149,Williamsburg,11211
5011392,DC,38.9114032,-77.02163619,Shaw,20001
1830541,DC,38.86353354,-76.9492231,Hillcrest,20020
4576821,NYC,40.66902581,-73.97707905,Park Slope,00000
1008814,LA,34.11451937,-118.2807146,Los Feliz,90027
7226513,NYC,40.80358102,-73.9630543,Morningside Heights,10025
13858669,NYC,40.71923229,-74.00660749,Tribeca,10013
14873270,NYC,40.86464458,-73.92767905,Washington Heights,10040
10132073,LA,34.15032311,-118.410222,Studio City,91604
314248,SF,37.7753937,-122.442302,Western Addition/NOPA,94117
2165604,NYC,40.8261158,-73.93853318,Harlem,10039
14900814,LA,34.07615877,-118.2671046,Echo Park,90026
11593024,LA,34.06179105,-118.3598091,Mid-Wilshire,90036
17497912,NYC,40.74821398,-74.00180179,Chelsea,10011
16490513,NYC,40.82199961,-73.93681076,Harlem,10039
15282612,NYC,40.70863973,-74.00674863,Financial District,10038
235281,Chicago,41.93349614,-87.65811888,Lakeview,60614
9335247,NYC,40.68455995,-73.93300821,Bedford-Stuyvesant,11233
15792652,NYC,40.73309609,-73.98399616,Gramercy Park,10003
4666794,LA,34.10540202,-118.3210175,Hollywood,90028
20632389,SF,37.75738574,-122.4093681,Mission District,94110
20979364,DC,38.89331279,-76.98006959,Kingman Park,20002
4588783,NYC,40.63473727,-74.00544769,Sunset Park,11219
8336708,LA,33.96985508,-117.8880916,null,91748
16802965,NYC,40.78866897,-73.94275459,East Harlem,10029
14228669,NYC,40.80006178,-73.96480256,Upper West Side,10025
7316104,NYC,40.73585778,-73.95293963,Greenpoint,11222
25827,LA,34.12408626,-118.2017603,Highland Park,90042
7827907,SF,37.75135041,-122.4373784,Noe Valley,94114
13900931,DC,38.93652874,-77.0567722,Cleveland Park,20008
12068,NYC,40.68978907,-73.91661217,Bushwick,11221
9994860,LA,34.14310078,-118.3635339,Studio City,91604
13510326,NYC,40.67939225,-73.96631357,Prospect Heights,11238
17520883,NYC,40.68112064,-73.93318174,Bedford-Stuyvesant,11233
2618997,DC,38.92205995,-77.08123697,Glover Park,20007
8813451,LA,34.1337402,-118.131557,Pasadena,91106
8781837,NYC,40.69896891,-73.9336812,Bushwick,11206
14641006,LA,34.18916142,-118.2244318,Glendale,91208
1742144,NYC,40.8380728,-73.93686826,Washington Heights,10032
15772294,NYC,40.58552007,-73.96645928,Gravesend,11223
2278299,Boston,42.3192652,-71.11324624,Jamaica Plain,2130
16253186,Boston,42.35719778,-71.0715881,Beacon Hill,2114
13615270,SF,37.77423595,-122.4087124,SoMa,94103
11797378,LA,34.14525477,-118.094404,null,91107
1089240,NYC,40.75785909,-73.81229989,Flushing,11355
11461331,NYC,40.63991891,-74.00759597,Sunset Park,11220
16186033,LA,34.1942471,-118.4678481,Van Nuys,91406
6555586,LA,33.97936628,-118.437696,Del Rey,90292
457555,NYC,40.76222307,-74.00023238,Hell's Kitchen,10036
6599827,NYC,40.72860183,-73.98851767,East Village,10003
9057393,NYC,40.76703609,-73.98345011,Midtown,10019
20997664,LA,34.08721619,-118.2586461,Echo Park,90026
14555269,NYC,40.78763433,-73.97203969,Upper West Side,10024
20958545,LA,34.07703888,-118.3154132,Mid-Wilshire,90004
18649822,NYC,40.68916906,-73.91549295,Bushwick,11221
498052,NYC,40.84177719,-73.93619724,Washington Heights,10032
17860272,NYC,40.72390035,-73.99677988,Soho,10012
14916417,Boston,42.33212184,-71.11280257,Mission Hill,2130
10574818,NYC,40.76509439,-73.9468122,Roosevelt Island,10044
18434133,NYC,40.69370452,-73.94961775,Bedford-Stuyvesant,11206
20199218,LA,33.96717996,-118.4579716,Marina Del Rey,90292
2050565,NYC,40.78149525,-73.97873576,Upper West Side,10023
10575738,NYC,40.77556902,-73.94615283,Upper East Side,10028
6438568,NYC,40.68207103,-73.93279276,Bedford-Stuyvesant,11221
1411264,DC,38.96799892,-77.02463253,null,20012
6033550,LA,34.18011622,-118.423518,Valley Glen,91401
51073,LA,34.13849471,-118.2499699,null,91205
14568366,NYC,40.72647439,-73.99061303,East Village,10003
8442997,Boston,42.27700842,-71.14533107,West Roxbury,2132
783533,Chicago,41.89008975,-87.62304293,Streeterville,60611
6886174,SF,37.74367785,-122.4207004,Bernal Heights,94110
12872822,NYC,40.71626842,-73.95869793,Williamsburg,11211
2604409,NYC,40.80892413,-73.85330189,Soundview,10473
12208881,NYC,40.77838401,-73.97679885,Upper West Side,10023
6374167,NYC,40.71400518,-73.96609839,Williamsburg,11249
10638806,NYC,40.76588522,-73.98536471,Hell's Kitchen,10019
10839763,LA,34.09893135,-118.3206359,Hollywood,90028
20409623,LA,34.05218151,-118.3437874,Mid-Wilshire,90019
17703855,SF,37.79722941,-122.4127647,North Beach,94133
11610316,Chicago,41.92077839,-87.74539574,Belmont Cragin,60639
10228764,LA,34.16582959,-118.4221772,Sherman Oaks,91423
6717232,NYC,40.67651775,-73.96140216,Crown Heights,11238
19729961,NYC,40.68192164,-73.99080074,Gowanus,11217
4098271,NYC,40.68597023,-73.9878813,Boerum Hill,11217
3630424,NYC,40.70274555,-73.93288232,Bushwick,11206
16641,SF,37.76028244,-122.4247405,Mission District,94110
17575812,LA,34.04770659,-118.250908,Downtown,90013
11588543,NYC,40.65738886,-74.00298001,Greenwood Heights,11232
19211691,NYC,40.70445885,-73.9210305,Bushwick,11237
18058045,NYC,40.73618434,-73.98451435,Gramercy Park,10010
3238142,NYC,40.71309235,-73.99454454,Chinatown,10002
11257690,NYC,40.74155659,-73.91866008,Sunnyside,11377
6181322,NYC,40.85893232,-73.92985321,Washington Heights,10040
19845637,NYC,40.68774368,-73.92463964,Bedford-Stuyvesant,11221
15942310,LA,34.13494883,-118.1462612,Pasadena,91106
4884601,LA,33.97880101,-117.89738,null,91748
7144212,NYC,40.70468493,-74.00722467,Financial District,00000
11190379,LA,33.98994162,-117.901666,null,91748
20568215,NYC,40.68296753,-73.93804266,Bedford-Stuyvesant,11216
11473041,NYC,40.76538278,-73.98885966,Hell's Kitchen,10019
14698794,LA,34.07642087,-118.2846097,Mid-Wilshire,90004
2259813,Boston,42.38288299,-71.06784338,Charlestown,2129
19981334,LA,34.0744927,-118.1279003,Alhambra,91803
20034233,SF,37.7865932,-122.4422237,Western Addition/NOPA,94115
7483034,LA,34.1580448,-118.4323112,Sherman Oaks,91423
2664975,NYC,40.77737345,-73.95031697,Upper East Side,10128
16131645,NYC,40.6836546,-73.91069218,Bushwick,11207
7575345,Boston,42.34259444,-71.0794207,South End,2118
13766593,NYC,40.85556805,-73.93641398,Washington Heights,10040
14964764,NYC,40.67859124,-73.93878258,Bedford-Stuyvesant,11213
16122163,SF,37.77948091,-122.4408465,Western Addition/NOPA,94115
20054400,NYC,40.7178312,-73.98391765,Lower East Side,10002
2754149,LA,34.07713269,-118.3132803,Mid-Wilshire,90004
11760628,NYC,40.65796918,-73.97946129,Windsor Terrace,11215
8642982,NYC,40.60330884,-73.95779187,Sheepshead Bay,11229
19506327,LA,34.0357678,-118.4313963,null,90064
14783267,NYC,40.70774001,-73.95112155,Williamsburg,11211
1048797,NYC,40.71336411,-73.96192274,Williamsburg,11249
7771546,LA,33.982569,-118.4562174,Marina Del Rey,90292
19737908,LA,34.0592089,-118.4428161,Westwood,90024
17330389,LA,34.03546963,-118.6978006,Malibu,90265
982304,Boston,42.36254625,-71.1339472,Allston-Brighton,2134
624248,NYC,40.68810742,-73.95850391,Clinton Hill,11238
13616847,SF,37.76498804,-122.4426176,The Castro,94114
13654448,SF,37.77709667,-122.4376264,Alamo Square,94117
19474011,NYC,40.68983559,-73.91506949,Bushwick,11221
4258491,NYC,40.67731029,-73.94615644,Crown Heights,11216
4879306,NYC,40.688696,-73.94099131,Bedford-Stuyvesant,11221
1550146,LA,34.09079448,-118.2487132,Echo Park,90026
12952172,NYC,40.61356645,-74.13566133,Westerleigh,10314
5940622,DC,38.90563943,-77.05883042,Georgetown,20007
21024236,Boston,42.35152667,-71.06000351,Chinatown,2111
9786021,LA,34.09213077,-118.3551413,West Hollywood,90046
15300708,SF,37.78064684,-122.4051658,SoMa,94107
10175033,NYC,40.7128033,-73.98052949,Lower East Side,10002
15806332,NYC,40.77135838,-73.95433012,Upper East Side,10075
2134400,LA,34.04823027,-118.3556902,Mid-Wilshire,90019
11927300,NYC,40.67989714,-73.90576243,Bedford-Stuyvesant,11207
16431249,NYC,40.78279248,-73.95265031,Upper East Side,10128
12265833,NYC,40.72864439,-73.98101587,East Village,10009
11047668,LA,34.21215398,-118.4038237,North Hollywood,91605
9602518,SF,37.7672784,-122.4223073,Mission District,94103
4645486,LA,34.06128041,-118.7416889,null,90265
12757706,SF,37.75748506,-122.4471908,Twin Peaks,94114
14559074,NYC,40.77787782,-73.97708344,Upper West Side,10023
20706278,LA,34.27455565,-118.4069687,Pacoima,91331
18196542,NYC,40.69902869,-73.91721569,Bushwick,11237
3750257,DC,38.91474644,-77.02494782,U Street Corridor,20001
17712350,Boston,42.32685152,-71.09354562,Roxbury,2119
11659296,NYC,40.66793356,-73.98326914,Park Slope,11215
13018127,NYC,40.7160833,-73.99106898,Lower East Side,10002
18687283,LA,34.4505926,-118.6760255,null,91384
5885130,NYC,40.7056402,-73.89246103,Ridgewood,11385
8986585,NYC,40.71595696,-74.01400832,Battery Park City,10282
18265842,NYC,40.71812039,-73.9524825,Williamsburg,11211
7773967,LA,34.01518467,-118.4664091,null,90405
13795421,LA,34.1767055,-118.375789,null,91601
7955984,DC,38.93268496,-77.02027559,Park View,20010
18125983,LA,34.01745406,-118.8181029,Malibu,90265
20590180,NYC,40.72538888,-73.97963388,Alphabet City,10009
515260,NYC,40.7024024,-73.92158761,Bushwick,11237
15146022,LA,33.7866981,-118.3136774,Lomita,90717
455801,LA,34.03990931,-118.3239512,Mid-City,90019
1887489,LA,34.06291633,-118.4520881,Westwood,90024
3167974,NYC,40.81524159,-73.94751202,Harlem,10027
16630498,LA,33.96866797,-118.4579764,Marina Del Rey,90292
2175930,NYC,40.74329285,-74.00271007,Chelsea,10011
16412763,Chicago,41.88562068,-87.61740869,null,60601
2259719,LA,34.21018543,-118.349314,Sun Valley,91505
20667572,NYC,40.78127743,-73.98301561,Upper West Side,10023
17847644,NYC,40.69829512,-73.93593092,Bushwick,11221
18923450,SF,37.7668757,-122.4464571,Haight-Ashbury,94117
15448688,LA,34.06235402,-118.2448118,null,90012
15203727,LA,33.81493075,-118.190871,null,90807
1654170,LA,34.11224295,-118.3167543,Hollywood Hills,90068
15636707,Chicago,41.89056235,-87.62648924,River North,60654
15982486,Boston,42.33347027,-71.109118,Mission Hill,2120
17462133,SF,37.75352972,-122.4524444,Twin Peaks,94114
18078627,LA,34.13748924,-118.3675255,Cahuenga Pass,91604
19242128,LA,34.16797775,-118.0773446,null,91107
19247246,NYC,40.80648348,-73.94052498,East Harlem,10035
16243308,LA,34.19427305,-118.3800128,null,91606
20137770,NYC,40.76510626,-73.99431954,Hell's Kitchen,10019
3219171,LA,33.87212122,-118.0352686,Cerritos,90703
19193758,NYC,40.65573214,-73.98047516,Windsor Terrace,11218
16368734,DC,38.90963885,-77.0225825,Shaw,20001
13309996,LA,34.10636417,-118.2098126,null,90065
443646,SF,37.74761575,-122.4256565,Noe Valley,94110
3384323,LA,33.99163382,-118.477798,Venice,90291
13811836,LA,34.04642539,-118.2617288,Downtown,90015
5250051,LA,33.99260561,-118.4630563,Venice,90291
9571665,LA,34.13719914,-118.3868667,Studio City,91604
14199379,LA,34.04751821,-118.2342763,Arts District,90012
20208787,DC,38.92780625,-76.96173158,null,20018
9150171,NYC,40.75849223,-73.99070155,Hell's Kitchen,10036
18347483,Boston,42.34379756,-71.1563048,Allston-Brighton,2135
14575109,NYC,40.79375871,-73.96734086,Upper West Side,10025
8532763,LA,34.10183934,-118.3416166,Hollywood,90028
9550807,NYC,40.76040282,-73.97410211,Midtown East,10022
21188095,SF,37.75029558,-122.4420444,Noe Valley,94114
15805642,DC,38.91132021,-77.03817366,null,20009
20757371,NYC,40.7075287,-73.95154054,Williamsburg,11211
10517632,LA,34.15955916,-118.3944216,Valley Village,91607
18108134,NYC,40.71497365,-73.91043847,Ridgewood,11378
11121225,SF,37.77733659,-122.4258032,Western Addition/NOPA,94102
20203225,NYC,40.71275133,-73.96411338,Williamsburg,11249
9685324,LA,34.03400827,-118.3053389,West Adams,90018
7004468,NYC,40.80096408,-73.96758021,Upper West Side,10025
17109866,LA,33.99460542,-118.4500748,Venice,90291
9794825,NYC,40.68780731,-73.91377224,Bushwick,11221
5050799,Boston,42.36724805,-71.05611124,North End,2113
17476750,LA,34.02648481,-118.4825984,null,90404
1425347,NYC,40.59057683,-73.792475,The Rockaways,11692
1720583,LA,33.98212718,-118.4634246,Venice,90292
17478124,LA,34.02578608,-118.4989016,Santa Monica,90403
11150526,LA,34.04325682,-118.2510176,Downtown,90014
14199146,SF,37.77262253,-122.4481444,Western Addition/NOPA,94117
16740779,NYC,40.78065877,-73.95177012,Upper East Side,10128
18627135,LA,34.1696834,-118.3874368,null,91601
225205,LA,34.10186059,-118.344023,Hollywood,90028
13331968,NYC,40.76880421,-73.95350279,Upper East Side,10021
16416143,NYC,40.79493885,-73.95011203,East Harlem,10029
12384692,NYC,40.6940442,-73.98016662,Downtown Brooklyn,11201
16270454,NYC,40.80976281,-73.94306725,Harlem,10027
15294943,NYC,40.62112252,-73.97000917,Midwood,11230
16929145,LA,33.97099495,-118.3497883,Inglewood,90302
13923267,NYC,40.76115742,-73.96110411,Upper East Side,10065
2091153,DC,38.89283222,-76.99769614,Capitol Hill,20002
17889536,NYC,40.72280306,-73.99798577,Soho,10012
1074406,NYC,40.73569032,-74.00506836,West Village,10014
6261296,NYC,40.78217332,-73.94746252,Upper East Side,10128
18089318,Chicago,41.90245993,-87.63238102,River North,60610
4833294,LA,34.05932598,-118.4091125,Beverly Hills,90212
131747,NYC,40.72949411,-73.97894376,Alphabet City,10009
16445600,NYC,40.72638948,-73.98874639,East Village,10003
7327920,SF,37.7615023,-122.4211684,Mission District,94110
16243107,Boston,42.34363905,-71.09933333,Fenway/Kenmore,2215
13725947,NYC,40.80023654,-73.96826481,Upper West Side,10025
17880165,NYC,40.70245679,-73.92100655,Bushwick,11237
17861841,NYC,40.70026613,-73.9302187,Bushwick,11206
16630434,NYC,40.669615,-73.97991495,Park Slope,11215
6832557,LA,34.10430366,-118.3341942,null,90028
9168586,Boston,42.35788881,-71.06311027,Beacon Hill,2108
15188419,DC,38.90297797,-77.05448186,Foggy Bottom,20037
469810,NYC,40.79493966,-73.94556848,East Harlem,10029
5029761,NYC,40.6862155,-73.94675397,Bedford-Stuyvesant,11216
2739703,LA,33.98626692,-118.4498685,Venice,90292
5586306,DC,38.93970834,-76.99411326,null,00000
11077219,LA,34.05016572,-118.4364305,Westwood,90025
12414037,LA,34.09965786,-118.3060407,East Hollywood,90027
19927986,LA,34.09213819,-118.3223488,null,90038
16959968,NYC,40.77579447,-73.98863668,Upper West Side,10023
15888389,NYC,40.80382675,-73.96792568,Upper West Side,10025
13150529,LA,33.90134225,-118.3022935,Gardena,90247
20773540,LA,34.07756324,-118.3749553,Mid-Wilshire,90048
18388570,DC,38.93268762,-77.03843885,Mount Pleasant,20010
20620600,SF,37.78255294,-122.4379022,Western Addition/NOPA,94115
15954428,LA,34.09201789,-118.3232045,Hollywood,90038
12419766,LA,34.18491496,-118.4703824,Van Nuys,91411
17587897,Chicago,41.9035265,-87.62631661,Gold Coast,60610
21051935,NYC,40.76004957,-73.97155555,Midtown East,10022
7632804,LA,34.24846532,-118.3476706,null,91040
18003619,LA,34.07831324,-118.2974914,null,90004
8937240,LA,34.00021996,-118.4793433,Santa Monica,90405
6473307,LA,34.10099631,-118.328577,null,90028
6337168,NYC,40.74457749,-73.99794568,Chelsea,10011
19176565,SF,37.72722571,-122.439151,Mission Terrace,94112
18314694,NYC,40.72409225,-74.00240614,Soho,10013
13896597,LA,34.23948786,-118.2647602,Glendale,91214
3084267,DC,38.89854826,-76.99895785,Near Northeast/H Street Corridor,20002
17649894,NYC,40.69613686,-73.94965651,Bedford-Stuyvesant,11206
142177,Boston,42.34112866,-71.14360409,Allston-Brighton,2135
15438016,LA,34.23733781,-118.5351839,Northridge,91325
12981814,LA,34.05612944,-118.4423621,Westwood,90024
13766952,LA,33.76293948,-118.1851779,null,90802
9635607,NYC,40.75967333,-73.99289141,Hell's Kitchen,10036
16163323,DC,38.93224052,-76.96977223,Woodridge,20018
16599054,DC,38.94927664,-77.02403435,Petworth,20011
14505006,LA,34.14824485,-118.3700838,Toluca Lake,91602
8152867,NYC,40.79062992,-73.97863858,Upper West Side,10024
16670882,SF,37.76798671,-122.4455372,Haight-Ashbury,94117
21054696,LA,33.72275674,-118.2925587,San Pedro,90731
10588426,DC,38.9938816,-77.04020477,Colonial Village,20012
9862763,NYC,40.63975835,-73.96419269,Flatbush,11226
17909363,SF,37.79304942,-122.4185647,Nob Hill,94109
13559613,NYC,40.68542293,-73.9073207,Bushwick,11207
9588196,NYC,40.80725806,-73.93814976,East Harlem,10035
2917203,LA,34.08764132,-118.3767624,West Hollywood,90069
9379983,Chicago,41.99652456,-87.66379743,Edgewater,60660
15639615,DC,38.91488538,-77.01629709,LeDroit Park,20001
14205033,LA,34.16778144,-118.2718995,null,91202
12388682,LA,33.98945166,-118.4520843,Venice,90291
2935269,SF,37.778003,-122.4216429,Western Addition/NOPA,94102
10040637,NYC,40.7027376,-73.92805681,Bushwick,11206
10236473,NYC,40.69406558,-73.91124174,Bushwick,11221
6968737,LA,34.20918768,-118.3996883,null,91605
18393239,SF,37.78734141,-122.4608273,Richmond District,94118
16620641,NYC,40.71632775,-73.95621609,Williamsburg,11211
17992312,NYC,40.75574628,-73.8326128,Flushing,11355
9773252,NYC,40.65879478,-73.9773285,Windsor Terrace,11215
4264211,NYC,40.68536434,-73.93882798,Bedford-Stuyvesant,11221
12544062,NYC,40.70566082,-73.91149463,Ridgewood,11385
2526345,NYC,40.7120327,-73.96358745,Williamsburg,11249
15247678,NYC,40.69036119,-73.95055679,Bedford-Stuyvesant,11216
2254469,NYC,40.69250437,-73.97143037,Fort Greene,11205
21106002,NYC,40.73994072,-73.99004566,Flatiron District,10010
2484207,NYC,40.72946079,-73.98700416,East Village,10003
9366080,LA,34.1883534,-118.4845151,Lake Balboa,91406
19839317,LA,34.06834747,-118.3739811,null,00000
10074308,NYC,40.61935659,-74.03712372,Bay Ridge,11209
16263502,SF,37.79958329,-122.4062463,Telegraph Hill,94133
14648838,Boston,42.36408658,-71.05178804,North End,2109
15194928,NYC,40.79732778,-73.94875063,East Harlem,10029
13576818,NYC,40.72132429,-73.98369311,Lower East Side,10002
5094335,LA,34.1152336,-118.3248631,Hollywood Hills,90068
4738113,DC,38.91512711,-77.04382008,Dupont Circle,20009
7346941,LA,34.16814103,-118.1459279,Pasadena,91104
13707814,LA,34.03519936,-118.2835305,null,90007
18054278,LA,34.08992855,-118.3056528,Hollywood,90029
17406413,LA,34.16313784,-118.3752118,North Hollywood,91601
2197591,Boston,42.36479585,-71.07010306,West End,2114
15343791,NYC,40.70473802,-73.92996628,Williamsburg,11237
16315222,NYC,40.66740366,-73.96088376,Crown Heights,11225
6197217,DC,38.91682436,-77.00941041,Bloomingdale,20001
14655794,NYC,40.66977115,-73.9318115,Crown Heights,11213
9260911,LA,34.0632658,-118.4520073,Westwood,90024
19700646,LA,34.11426206,-118.2095907,null,90042
16707697,Boston,42.37807869,-71.06343261,Charlestown,2129
17333246,LA,34.02699769,-118.4806866,Santa Monica,90404
14714654,NYC,40.69010384,-73.91446727,Bushwick,11221
16014394,NYC,40.69844238,-73.93618679,Bushwick,11206
4099682,SF,37.75410875,-122.4383212,Noe Valley,94114
7921643,NYC,40.70723301,-73.94938668,Williamsburg,11206
8780339,LA,34.10038372,-118.3179498,null,90028
3883401,NYC,40.69112332,-73.95203308,Bedford-Stuyvesant,11216
17100621,DC,38.89395806,-77.01907521,Judiciary Square,20001
8741446,Boston,42.35547818,-71.0580882,Downtown Crossing,2110
16352907,NYC,40.72880917,-74.00152899,Greenwich Village,10012
20724,LA,33.99348983,-118.4688657,Venice,90291
7489397,NYC,40.7723311,-73.9109978,Astoria,11105
728875,LA,34.04046256,-118.5298057,Pacific Palisades,90272
11638339,LA,33.9783248,-118.463321,Marina Del Rey,90292
12497789,NYC,40.70427924,-73.93210346,Williamsburg,11206
7894983,NYC,40.74823278,-73.97446639,Murray Hill,10016
1602772,Chicago,41.88921151,-87.65358997,West Town/Noble Square,60642
15787428,DC,38.928448,-77.02293528,null,20001
18476541,SF,37.76212202,-122.395409,Potrero Hill,94107
13800319,NYC,40.69951796,-73.94751307,Bedford-Stuyvesant,11206
1728853,NYC,40.71776508,-74.01493357,Battery Park City,10282
337960,NYC,40.73277484,-74.00413354,West Village,10014
20955156,LA,34.15078563,-117.8537642,Glendora,91741
7602426,Boston,42.34054213,-71.14671038,Allston-Brighton,2135
13327413,NYC,40.72224294,-73.9900078,Lower East Side,10002
15289766,NYC,40.74738096,-74.00134391,Chelsea,10001
20432170,LA,34.09570894,-118.3472154,null,90046
14093209,NYC,40.73523841,-73.98811747,Gramercy Park,10003
17384804,NYC,40.80420601,-73.94301854,Harlem,10027
755032,LA,34.10493861,-118.2674527,Silver Lake,90039
13467391,LA,34.09977993,-118.2285671,Mount Washington,90065
15115673,LA,34.14637989,-118.3808033,Studio City,91604
8595359,NYC,40.7638083,-73.98508639,Hell's Kitchen,10019
7939196,NYC,40.74295889,-73.99081986,Flatiron District,10010
5105516,SF,37.76356536,-122.4511952,Cole Valley,94117
18341150,Chicago,41.9622305,-87.65150014,Uptown,60613
6224858,SF,37.79885109,-122.4186174,Russian Hill,94109
14575962,LA,33.9817497,-118.464837,Venice,90291
9929790,NYC,40.72244852,-73.98335507,Alphabet City,10002
9651070,LA,34.02547126,-118.47576,Santa Monica,90404
17191563,DC,38.96698508,-77.01901481,Manor Park,20011
14101449,NYC,40.815117,-73.94692437,Harlem,10027
1466880,NYC,40.87246912,-73.91927031,Inwood,10034
14319849,NYC,40.81961076,-73.94582821,Harlem,10030
13453710,DC,38.89158899,-76.93532596,Benning Heights,20019
